x,nf, ng, nT, 
0,6.98023e-19, 2.64705e-19, 4.0334e-19
0.666667,0.195103, 0.292655, 0.219233
1.33333,0.572588, 0.566227, 0.42878
2,1.09763, 0.78757, 0.613319
2.66667,1.71628, 0.927963, 0.759808
3.33333,2.37498, 0.988054, 0.86398
4,3.04199, 1.00052, 0.930649
4.66667,3.70881, 1.00022, 0.969375
5.33333,4.37557, 1.00014, 0.989949
6,5.04223, 1, 1
